,PARCHEGGIO,PROVINCIA,DENOMINAZIONE,SITO WEB,ACCESSO AI DISABILI,TELEFONO,COMUNE,INDIRIZZO,EMAIL,LAGO,FITNESS,SAUNA,ARIA CONDIZIONATA,ANIMALI AMMESSI,PISCINA,PISCINA COPERTA
7335,Vero,VENEZIA,SATURNO,www.hotelsaturnojesolo.it,Falso,04211848218,JESOLO,Via Vicenza,info@hotelsaturnojesolo.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
7336,Vero,VENEZIA,SILVA,www.albergosilva.it,Falso,0421.380398,JESOLO,VIA DALMAZIA V A.M.,info@albergosilva.it,Falso,Falso,Falso,Falso,Vero,Falso,Falso
7337,Vero,VENEZIA,SOFIA DUE,www.sofiahotel.com,Falso,0421.371067,JESOLO,VIA U. FOSCOLO,info@sofiahotel.com,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7338,Vero,VENEZIA,SUEZ,www.hotelsuezjesolo.com,Falso,0421.381335,JESOLO,VIA D. ALIGHIERI,INFO@HOTELSUEZJESOLO.COM,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7339,Vero,VENEZIA,TAORMINA,www.hoteltaormina.info,Falso,0421.371231,JESOLO,VIA VERDI,info@hoteltaormina.info,Falso,Falso,Falso,Falso,Vero,Falso,Falso
7340,Vero,VENEZIA,TRITONE,www.hotel-tritone.com,Falso,0421-380018,JESOLO,Via Dalmazia,info@hotel-tritone.com,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7341,Vero,VENEZIA,VILLA DINA,www.hotelvilladina.com,Falso,0421.92523,JESOLO,VIA DALMAZIA,hotel@hotelvilladina.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7342,Vero,VENEZIA,VILLA GARDA,www.albergovillagarda.it,Falso,0421.92012,JESOLO,Via Dalmazia II A. M.,albergovillagarda@alice.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
7343,Vero,VENEZIA,VILLA JOLI,www.pensionevillajoli.it,Falso,0421.380473,JESOLO,Via D. Alighieri VII A. M.,info@pensionevillajoli.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7344,Vero,VENEZIA,VILLA MIRA,www.hotelvillamira.com,Falso,0421380757/8,JESOLO,Via Nelson,villamira@hotelvillamira.com,Falso,Falso,Falso,Falso,Vero,Falso,Falso
7345,Vero,VENEZIA,VILLA ROBERTA,www.villaroberta.net,Falso,0421370099,JESOLO,P.zza Trento,info@villaroberta.net,Falso,Falso,Falso,Falso,Vero,Falso,Falso
7346,Vero,VENEZIA,ACAPULCO BEACH,www.acapulcobeach.info,Falso,0421.971689,JESOLO,VIA VERDI,hotel@acapulcobeach.info,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7347,Vero,VENEZIA,ALBATROS,WWW.HOTELALBATROSJESOLO.COM,Vero,0421.380203,JESOLO,VIA DALMAZIA,INFO@HOTELALBATROSJESOLO.COM,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7348,Vero,VENEZIA,ALDEBARAN,WWW.HOTEL-ALDEBARAN.IT,Falso,0421371075,JESOLO,VIA E. DANDOLO,INFO@HOTEL-ALDEBARAN,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7349,Vero,VENEZIA,ALEXANDER,www.htalexander.it,Falso,0421.971714,JESOLO,PIAZZA NEMBER,info@htalexander.it,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7350,Vero,VENEZIA,ALLA ROTONDA,www.hotelallarotonda.it,Falso,0421971987,JESOLO,P.ZZA NEMBER,info@hotelallarotonda.it,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7351,Vero,VENEZIA,AL MARE,www.hotelalmarejesolo.it,Falso,0421.380035,JESOLO,VIA D. ALIGHIERI,info@hotelalmarejesolo.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7352,Vero,VENEZIA,ALTEA,www.hotelaltea.net,Falso,0421.92075,JESOLO,VIA DEI PIOPPI,info@hotelaltea.net,Falso,Falso,Falso,Falso,Vero,Falso,Falso
7353,Vero,VENEZIA,ALTINATE,www.hotelaltinate.it,Falso,0421.362380,JESOLO,VIA ALTINATE,info@hotelaltinate.it,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7354,Vero,VENEZIA,AMALFI,www.hotel-amalfi.it,Falso,0421.971631,JESOLO,VIA VERDI,info@hotel-amalfi.it,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7355,Vero,VENEZIA,AMERICAN,www.americanhoteljesolo.it,Falso,0421.971887,JESOLO,VIA DEI MILLE,info@americanhoteljesolo.it,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7356,Vero,VENEZIA,ANNY,www.hotelanny.com,Falso,0421.972761,JESOLO,VIA BAFILE XXVII A. M.,info@hotelanny.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7357,Vero,VENEZIA,ANTILLE,www.hotel-antille.it,Falso,0421.370560,JESOLO,VIA BAFILE,info@hotel-antille.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7358,Vero,VENEZIA,ARENA,www.arenahotel.it,Falso,0421.371042,JESOLO,VIA VERDI,info@arenahotel.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7359,Vero,VENEZIA,ARIZONA,www.jesololido.it,Falso,0421.971936,JESOLO,VIA PADOVA,arizona@jesololido.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
7360,Vero,VENEZIA,ASTOR,www.hotelastor.net,Falso,0421.971710,JESOLO,VIA PADOVA,info@hotelastor.net,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7361,Vero,VENEZIA,ASTROMARE,www.mar-hotels.com,Falso,0421.380825,JESOLO,PIAZZA MANZONI,info@mar-hotels.com,Falso,Falso,Falso,Vero,Falso,Vero,Falso
7362,Vero,VENEZIA,ATENE,www.hotelatene.com,Falso,0421.370206,JESOLO,VIA BAFILE  XIV A.M.,hotel.atene@libero.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7363,Vero,VENEZIA,AZZORRE,www.hotelazzorre.com,Falso,0421.370561,JESOLO,VIA BAFILE,info@hotelazzorre.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7364,Vero,VENEZIA,AZZURRO,www.azzurrohotel.it,Falso,0421.371420,JESOLO,VIA VICENZA,info@azzurrohotel.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
7365,Vero,VENEZIA,BEACH 2,www.hotelbeach2.it,Falso,0421.362274,JESOLO,VIA OLANDA,info@hotelbeach2.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7366,Vero,VENEZIA,BENY,www.beny.it,Falso,0421.961792,JESOLO,VIA LEVANTINA IV A.M.,info@beny.it,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7367,Vero,VENEZIA,BETTINA,www.hotelbettina.it,Falso,0421371949,JESOLO,Via Padova,info@hotelbettina.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7368,Vero,VENEZIA,BOLIVAR,www.hotelbolivarjesolo.it,Falso,0421-972110,JESOLO,VIA VERDI,info@hotelbolivarjesolo.it,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7369,Vero,VENEZIA,BOSTON,www.hotelboston.net,Falso,0421.380204,JESOLO,VIA BAFILE VI A.M.,info@hotelboston.net,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7370,Vero,VENEZIA,CANARIE,www.hotelcanarie.it,Falso,0421.370950,JESOLO,VIA BAFILE,info@hotelcanarie.it,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7371,Vero,VENEZIA,CANOVA,www.hotelcanovajesolo.com,Falso,0421.370075,JESOLO,VIA DEI MILLE,hotel.canova@libero.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
7372,Vero,VENEZIA,CAPITOL,www.hotel-capitol.it,Falso,0421.971532,JESOLO,VIA PADOVA,info@hotel-capitol.it,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7373,Vero,VENEZIA,CAPRI,www.hcapri.it,Vero,0421.380453,JESOLO,VIA D. ALIGHIERI III A.M.,info@hcapri.it,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7374,Vero,VENEZIA,CARINTHIA,www.hotelcarinthia.it,Falso,0421.972037,JESOLO,VIA VICENZA,info@hotelcarinthia.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7375,Vero,VENEZIA,CENTRALE,www.hotelcentralejesolo.it,Falso,0421.381520,JESOLO,VIA D. ALIGHIERI,info@hotelcentralejesolo.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7376,Vero,VENEZIA,CHRISTIAN,www.menazzahotels.it,Falso,0421.362264,JESOLO,VIA OLANDA,info@menazzahotels.it,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7377,Vero,VENEZIA,COLONNA,www.hotelcolonnajesolo.com,Falso,0421.972014,JESOLO,PIAZZA AURORA,info@hotelcolonnajesolo.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7378,Vero,VENEZIA,COLORADO,www.coloradojesolo.com,Falso,0421.371551,JESOLO,VIA PADOVA,info@coloradojesolo.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7379,Vero,VENEZIA,COLUMBIA,www.columbia-ninfea.com,Falso,0421.972759,JESOLO,VIA BAFILE XXVIII A.M.,info@columbia-ninfea.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7380,Vero,VENEZIA,CONCHIGLIA,www.hotelconchiglia.com,Falso,0421.371294,JESOLO,VIA PADOVA,info@hotelconchiglia.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
7381,Vero,VENEZIA,CONCORDIA,www.hotelconcordia.org,Falso,0421.380180,JESOLO,VIA BAFILE VIII A.M.,info@hotelconcordia.org,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7382,Vero,VENEZIA,CONDOR,www.hotelcondor.it,Falso,0421.371983,JESOLO,VIA PADOVA,info@hotelcondor.it,Falso,Falso,Falso,Vero,Falso,Vero,Falso
7383,Vero,VENEZIA,CONTINENTAL,www.hotel-continental-jesolo.com,Falso,0421.380095,JESOLO,VIALE VENEZIA,info@hotel-continental-jesolo.com,Falso,Falso,Vero,Vero,Falso,Vero,Falso
7384,Vero,VENEZIA,CORALLO,www.hotelcorallo.org,Falso,0421.370317,JESOLO,VIA BAFILE XV A.M.,info@hotelcorallo.org,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7385,Vero,VENEZIA,DA BEPI,www.hotel-dabepi.com,Falso,0421.972410,JESOLO,Via Vicenza,info@hotel-dabepi.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7386,Vero,VENEZIA,DANIELI,www.hotel-danieli.com,Falso,0421.972732/3,JESOLO,VIA S. TRENTIN,info@hotel-danieli.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7387,Vero,VENEZIA,D'ANNUNZIO,www.hoteldannunzio.co.uk,Vero,0421.371396/372028,JESOLO,PIAZZA MARINA,dannunziofriends@hotmail.it,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7388,Vero,VENEZIA,DANUBIO,www.hoteldanubio.it,Falso,0421.370456,JESOLO,Via Bafile,info@hoteldanubio.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7389,Vero,VENEZIA,DEI DOGI,www.hoteldeidogi.it,Falso,042192423,JESOLO,P.zza Brescia,info@hoteldeidogi.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
7390,Vero,VENEZIA,DELAVILLE,www.delavillejesolo.it,Falso,0421372116,JESOLO,VIA BAFILE XXVII A.M.,info@delavillejesolo.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7391,Vero,VENEZIA,DELLE MIMOSE,www.dellemimosejesolo.it,Falso,0421.972867,JESOLO,VIA ZANELLA,info@dellemimosejesolo.it,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7392,Vero,VENEZIA,DELLE ROSE,www.dellerosejesolo.it,Falso,0421.972653,JESOLO,VIA ZARA,info@dellerosejesolo.it,Falso,Falso,Falso,Vero,Falso,Vero,Falso
7393,Vero,VENEZIA,DOMINGO,www.hoteldomingo.it,Falso,0421.971922,JESOLO,VIA GORIZIA,info@hoteldomingo.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
7394,Vero,VENEZIA,EDDY,www.hoteleddy.com,Falso,0421.971731 - 0421.370058,JESOLO,VIA BUONARROTI,info@hoteleddy.com,Falso,Falso,Falso,Vero,Falso,Vero,Falso
7395,Vero,VENEZIA,EDELWEISS,www.edelweisshotel.it,Falso,0421.370306,JESOLO,VIA BAFILE,info@edelweisshotel.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7396,Vero,VENEZIA,EL PASO,www.hotelelpaso.com,Falso,0421.961150,JESOLO,VIA ORIENTE,info@hotelelpaso.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7397,Vero,VENEZIA,EL SALVADOR,www.hotelelsalvador.net,Falso,0421.370139,JESOLO,VIA BAFILE XXIII A.M.,hotelelsalvador@libero.it,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7398,Vero,VENEZIA,EMPERADOR,www.hotelemperador.it,Falso,0421.371385,JESOLO,VIA DEI MILLE,info@hotelemperador.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
7399,Vero,VENEZIA,ERACLEA,www.hoteleraclea.it,Falso,0421.371215,JESOLO,VIA DEI MILLE,hoteleraclea@libero.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7400,Vero,VENEZIA,ETTORAL,www.ettoral.it,Vero,0421.371360,JESOLO,VIA U. FOSCOLO,info@hotelettoral.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7401,Vero,VENEZIA,FELIX PINDEMONTE,www.hotelfelixpindemonte.com,Falso,0421971822,JESOLO,Via Aquileia,info@hotelfelixpindemonte.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7402,Vero,VENEZIA,FRANK,www.hotelfrank.it,Falso,0421.971528,JESOLO,VIA GORIZIA,info@hotelfrank.it,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7403,Vero,VENEZIA,GALASSIA,www.hotelgalassia.it,Falso,0421.370677,JESOLO,VIA TREVISO,info@hotelgalassia.it,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7404,Vero,VENEZIA,GALLES,www.hotelgalles.it,Falso,0421971666 377665,JESOLO,VIA VERDI,info@hotelgalles.it,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7405,Vero,VENEZIA,GAMBRINUS,www.bjh-hotels.com,Falso,0421.92245,JESOLO,VIA LEVANTINA,gambrinus@bjh-hotels.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7406,Vero,VENEZIA,GERMANIA,www.hotelgermania.net,Falso,0421.381223,JESOLO,VIA OLANDA,info@hotelgermania.net,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7407,Vero,VENEZIA,GIOIOSA,www.hotelvillagioiosa.com,Falso,0421.380118,JESOLO,VIALE VENEZIA,info@hotelvillagioiosa.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
7408,Vero,VENEZIA,GRANADA,www.hotelgranadajesolo.it,Vero,0421.380735,JESOLO,VIA AQUILEIA,info@hotelgranadajesolo.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7409,Vero,VENEZIA,GREIF,www.hotelgreif.it,Falso,0421.370708,JESOLO,VIA BAFILE XI A.M.,info@hotelgreif.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7410,Vero,VENEZIA,GRIFONE,www.albergogrifone.com,Falso,0421.362666,JESOLO,VIALE ORIENTE,info@albergogrifone.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7411,Vero,VENEZIA,GROTTAMARE,www.grottamare.com,Falso,0421.380630,JESOLO,VIA DANTE ALIGHIERI,info@grottamare.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7412,Vero,VENEZIA,HALIFAX,www.hotelhalifax.it,Falso,0421.961065,JESOLO,Via L. da Vinci,hotelhalifax@libero.it,Falso,Falso,Falso,Vero,Falso,Falso,Falso
7413,Vero,VENEZIA,HARRY'S,www.hotelharris.it,Falso,0421.971411,JESOLO,VIA VERDI,info@hotelharris.it,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7414,Vero,VENEZIA,HELVETIA,www.hotelhelvetiajesolo.com,Vero,0421.370082,JESOLO,Via Bafile XIII A. M.,info@hotelhelvetiajesolo.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7415,Vero,VENEZIA,HERON,www.geturhotels.com,Falso,0421.371242,JESOLO,VIA PADOVA,jesolohotels@geturhotels.com,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7416,Vero,VENEZIA,HOLLYWOOD,www.hotelhollywoodjesolo.com,Vero,0421.380798,JESOLO,PIAZZA MANZONI,info@hotelhollywoodjesolo.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7417,Vero,VENEZIA,HOTEL DIANA,www.hoteldianajesolo.it,Falso,0421.380120,JESOLO,VIA A. BAFILE,info@hoteldianajesolo.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7418,Vero,VENEZIA,HOTEL JESOLO SAND,www.hoteljesolosand.it,Falso,0421.972120,JESOLO,Via Carducci,info@hoteljesolosand.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7419,Vero,VENEZIA,HOTEL JESULUM,www.hoteljesulum.it,Falso,0421.370319,JESOLO,VIA BAFILE XV A.M.,info@hoteljesulum.it,Falso,Vero,Falso,Vero,Falso,Vero,Falso
7420,Vero,VENEZIA,HOTEL MARE LIVE,www.hotelmarelivejesolo.com,Vero,0421.91920,JESOLO,VIA D. ALIGHIERI,info@hotelmarelivejesolo.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7421,Vero,VENEZIA,HOTEL PICOBELLO PINETA,www.hotelhungaria.it,Falso,0421.961242,JESOLO,VIALE ORIENTE,info@hotelpicobello.it,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7422,Vero,VENEZIA,HOTEL RESIDENCE MARA,www.hotelresidencemara.it,Falso,0421.380522,JESOLO,P.zza Manzoni,info@hotelresidencemara.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7423,Vero,VENEZIA,IMPERIA,www.hotelimperia.com,Falso,0421.370718,JESOLO,VIA BAFILE,info@hotelimperia.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
7424,Vero,VENEZIA,IMPERIA (DIP.),www.hotelimperia.com,Falso,0421.370718,JESOLO,VIA A. BAFILE,info@hotelimperia.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
7425,Vero,VENEZIA,IMPERIAL PALACE,www.imperialpalacejesolo.it,Falso,0421.972266,JESOLO,VIA ZARA,info@imperialpalacejesolo.com,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7426,Vero,VENEZIA,IRIS,www.hotelirisjesolo.com,Falso,0421.370771,JESOLO,VIA G. ZANELLA,info@hotelirisjesolo.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
7427,Vero,VENEZIA,IVANA,www.hotel-ivana.com,Falso,0421.972784,JESOLO,VIA BAFILE,info@hotel-ivana.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7428,Vero,VENEZIA,JADRAN,www.hoteljadran.it,Falso,0421.363159,JESOLO,VIA OLANDA,info@hoteljadran.it,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7429,Vero,VENEZIA,JALISCO,www.hoteljalisco.it,Falso,0421.971493,JESOLO,VIA GORIZIA,info@hoteljalisco.it,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7430,Vero,VENEZIA,JANEIRO,www.janeirohotel.com,Falso,0421.961050,JESOLO,VIA ALTINATE,info@janeirohotel.com,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7431,Vero,VENEZIA,JET,www.jethotel.it,Falso,0421.362322,JESOLO,VIA ALTINATE,info@jethotel.it,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7432,Vero,VENEZIA,KENNEDY,www.hotelkennedy.org,Vero,0421.362344,JESOLO,VIA ALTINATE,info@hotelkennedy.org,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7433,Vero,VENEZIA,KING,www.hotelkingjesolo.it,Falso,0421.961067,JESOLO,VIA ORIENTE,info@hotelkingjesolo.it,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7434,Vero,VENEZIA,LA BREZZA,www.hotel-labrezza.it,Falso,0421.362282,JESOLO,VIA ALTINATE,info@hotel-labrezza.it,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7435,Vero,VENEZIA,LA MAISON HOTEL,www.hotelalgambero.com,Falso,0421.371260,JESOLO,VIA PIGAFETTA,info@hotelalgambero.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7436,Vero,VENEZIA,LA SIESTA,www.lafenicefiesta.com,Falso,0421.371142,JESOLO,VIA DEI MILLE,info@lafenicesiesta.com,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7437,Vero,VENEZIA,LAURIN,www.hotellaurinjesolo.com,Falso,0421.380884,JESOLO,VIA BAFILE II A.M.,info@hotellaurinjesolo.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
7438,Vero,VENEZIA,LIDO,www.lidojesolo.com,Falso,0421.381828,JESOLO,VIA BAFILE,info@lidojesolo.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7439,Vero,VENEZIA,LILIA,www.liliahotel.com,Falso,0421.380257,JESOLO,VIALE VENEZIA III A.M.,info@liliahotel.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
7440,Vero,VENEZIA,LONDON,www.hotel-london.it,Falso,0421.380988,JESOLO,VIA DALMAZIA,info@hotel-london.it,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7441,Vero,VENEZIA,LORELEY,www.loreleyhotel.com,Falso,0421.91717,JESOLO,VIA BAFILE X A.M.,info@loreleyhotel.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7442,Vero,VENEZIA,LUCCIOLA,www.hotellucciola.com,Falso,0421.381303,JESOLO,VIA DANTE,hotellucciola@libero.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7443,Vero,VENEZIA,MADERA,www.hotelmadera.it,Falso,0421.380305,JESOLO,VICOLO GRIFONE,info@hotelmadera.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7444,Vero,VENEZIA,MADISON,www.hotelmadison.eu,Falso,0421.370806,JESOLO,VIA S. TRENTIN,info@hotelmadison.eu,Falso,Falso,Falso,Vero,Falso,Falso,Falso
7445,Vero,VENEZIA,MANILA,www.manila-hotel.it,Falso,0421370310,JESOLO,Via Bafile,info@manila-hotel.it,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7446,Vero,VENEZIA,MARCO POLO,www.hotelmarcopolo.it,Falso,0421.380606,JESOLO,VIA BAFILE,info@hotelmarcopolo.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7447,Vero,VENEZIA,MARGHERITA,www.margheritahotel.it,Falso,0421.371018,JESOLO,P.ZZA MARINA,info@margheritahotel.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7448,Vero,VENEZIA,MARINA,www.hotelmarinajesolo.it,Falso,0421.380038,JESOLO,VIA D. ALIGHIERI,info@hotelmarinajesolo.it,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7449,Vero,VENEZIA,MARINA PICCOLO A (DIPENDENZA MARINA),www.hotelmarinajesolo.it,Falso,0421.380038,JESOLO,VIA D. ALIGHIERI,info@hotelmarinajesolo.it,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7450,Vero,VENEZIA,MAXIHERON ST. LOUIS,www.geturhotels.com,Falso,0421.972433,JESOLO,VIA PADOVA,jesolohotels@geturhotels.com,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7451,Vero,VENEZIA,MAYER,www.hotelmayerjesolo.it,Falso,0421972403,JESOLO,Via Vicenza,info@hotelmayerjesolo.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7452,Vero,VENEZIA,MAZZINI,www.hotelmazzini.net,Falso,,JESOLO,VIA VICENZA,info@hotelmazzini.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7453,Vero,VENEZIA,MENFI,www.hotelmenfi.com,Falso,0421.972137,JESOLO,Via Ugo Foscolo,info@hotelmenfi.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7454,Vero,VENEZIA,METROPOLE,,Falso,0421..380678,JESOLO,VIA PIOPPI,pologrillo@virgilio.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7455,Vero,VENEZIA,MIAMI - (temp. chiusa),www.hotelmiamijesolo.it,Falso,0421.972017,JESOLO,VIA GORIZIA,info@hotelmiamijesolo.it,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7456,Vero,VENEZIA,MIDI,www.hotelmidi.it,Falso,0421.971667,JESOLO,VIA PADOVA,info@hotelmidi.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7457,Vero,VENEZIA,MINI CARAVELLE,www.geturhotels.com,Falso,0421.961682,JESOLO,VIA LEVANTINA,caravelle@geturhotels.com,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7458,Vero,VENEZIA,MINIHERON PRIMAVERA,www.geturhotels.com,Falso,0421.971849,JESOLO,VIA PADOVA,jesolohotels@geturhotels.com,Falso,Falso,Falso,Falso,Vero,Vero,Falso
7459,Vero,VENEZIA,MINI MONDIAL,www.hotelmondial.org,Falso,042192022,JESOLO,Via Dalmazia VI a.m.,info@hotelmondial.org,Falso,Vero,Vero,Vero,Vero,Vero,Falso
7460,Vero,VENEZIA,MIRAFIORI,www.hotelmirafiori.com,Falso,0421.362330,JESOLO,VIA ALTINATE II A. M.,info@hotelmirafiori.com,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7461,Vero,VENEZIA,MODERNO,www.hotelmodernojesolo.com,Falso,0421.380121,JESOLO,VIA BAFILE,info@hotelmodernojesolo.com,Falso,Falso,Falso,Vero,Falso,Falso,Falso
7462,Vero,VENEZIA,MONDIAL,www.hotelmondial.org,Falso,0421.92022,JESOLO,VIA DALMAZIA IV A. M,info@hotelmondial.org,Falso,Vero,Vero,Vero,Vero,Vero,Falso
7463,Vero,VENEZIA,MON REPOS,www.monrepos.it,Falso,0421.362283,JESOLO,VIA ALTINATE IV a.m.,info@monrepos.it,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7464,Vero,VENEZIA,MORENA,www.hotelmorena.net,Vero,0421.381320,JESOLO,Via Bafile,INFO@HOTELMORENA.NET,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7465,Vero,VENEZIA,MY FAIR,www.hotelmyfair.it,Falso,0421.972241,JESOLO,VIA L. B. ALBERTI,info@hotelmyfair.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7466,Vero,VENEZIA,NAZIONALE,www.hotelnazionalejesolo.it,Falso,0421.380101,JESOLO,Via Bafile,info@hotelnazionalejesolo.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7467,Vero,VENEZIA,NELSON,www.nelson-hotel.it,Falso,0421.971925,JESOLO,VIA PADOVA,info@nelson-hotel.it,Falso,Falso,Falso,Vero,Vero,Falso,Falso
7468,Vero,VENEZIA,NEMBER,www.nemberjesolo.com,Falso,0421.971612,JESOLO,P.ZZA NEMBER,info@hotelnemberjesolo.com,Falso,Falso,Falso,Vero,Vero,Vero,Falso
7469,Vero,VENEZIA,NEW,WWW.MAR-HOTELS.COM,Falso,0421.92443,JESOLO,VIA DALMAZIA,new@mar-hotels.com,Falso,Falso,Falso,Vero,Falso,Vero,Falso
7470,Vero,VENEZIA,NEW TIFFANY'S PARK,www.hotelnewtiffanyspark.com,Falso,0421.370369,JESOLO,VIA AQUILEIA,info@hotelnewtiffanyspark.com,Falso,Falso,Falso,Vero,Vero,Vero,Falso
